id,origem,destino,valor,timestamp
ID00035;ORIG001;DEST861;240,00;2020-05-25
ID00021;ORIG011;DEST831;621,70;2022-02-17
ID00041;ORIG006;DEST407;89,87;2022-06-27
ID00042;ORIG006;DEST440;159,72;2020-01-08
ID00034;ORIG010;DEST925;398,47;2021-07-11
ID00044;ORIG017;DEST799;170,84;2022-09-23
ID00045;ORIG010;DEST418;707,80;2022-09-27
ID00001;ORIG093;DEST614;640,85;2020-01-19
ID00047;ORIG009;DEST801;437,05;2022-04-28
ID00048;ORIG017;DEST648;317,75;2023-12-10
ID00049;ORIG005;DEST418;207,19;2022-12-13
ID00050;ORIG039;DEST797;855,03;2021-07-06
ID00051;ORIG012;DEST760;622,65;2021-12-08
ID00052;ORIG005;DEST360;863,80;2023-08-23
ID00053;ORIG004;DEST060;538,05;2022-03-27
ID00054;ORIG019;DEST121;715,04;2021-10-02
ID00055;ORIG011;DEST906;422,54;2023-03-03
ID00056;ORIG000;DEST904;91,08;2021-02-08
ID00057;ORIG013;DEST532;282,37;2024-06-20
ID00058;ORIG006;DEST312;525,68;2024-11-13
ID00059;ORIG014;DEST076;136,87;2022-09-03
ID00060;ORIG048;DEST262;637,98;2021-03-17
ID00061;ORIG004;DEST147;649,80;2024-06-15
ID00062;ORIG007;DEST858;466,95;2024-10-09
ID00063;ORIG008;DEST170;17,25;2023-10-26
ID00000;ORIG075;DEST775;455,57;2022-07-13
ID00065;ORIG014;DEST387;570,21;2024-07-17
ID00066;ORIG004;DEST782;186,48;2023-04-02
ID00067;ORIG014;DEST604;211,60;2021-09-03
ID00068;ORIG039;DEST816;441,89;2022-02-12
ID00069;ORIG018;DEST986;339,19;2022-06-15
ID00070;ORIG015;DEST128;100,26;2022-11-05
ID00071;ORIG078;DEST295;238,44;2021-04-11
ID00072;ORIG015;DEST559;43,27;2021-02-09
ID00009;ORIG018;DEST973;843,99;2022-11-25
ID00037;ORIG006;DEST060;795,30;2021-06-02
ID00075;ORIG013;DEST148;774,81;2023-01-22
ID00076;ORIG014;DEST085;73,47;2023-05-27
ID00077;ORIG010;DEST429;315,06;2023-11-21
ID00078;ORIG016;DEST330;978,56;2020-10-03
ID00079;ORIG081;DEST088;812,32;2024-03-01
ID00080;ORIG003;DEST716;114,50;2021-11-05
ID00081;ORIG018;DEST196;769,93;2021-10-07
ID00021;ORIG003;DEST940;462,18;2020-07-05
ID00083;ORIG047;DEST120;530,42;2024-01-18
ID00084;ORIG041;DEST834;327,79;2021-09-10
ID00085;ORIG009;DEST722;27,14;2020-11-03
ID00086;ORIG013;DEST741;559,96;2021-01-15
ID00087;ORIG017;DEST434;609,84;2024-10-22
ID00088;ORIG017;DEST624;117,32;2021-08-19
ID00089;ORIG021;DEST324;371,43;2020-11-15
ID00090;ORIG027;DEST275;246,54;2020-09-08
ID00091;ORIG013;DEST780;971,09;2023-05-24
ID00092;ORIG060;DEST145;82,02;2022-04-17
ID00093;ORIG019;DEST555;207,65;2023-06-22
ID00094;ORIG093;DEST150;317,39;2024-03-13
ID00095;ORIG010;DEST745;237,75;2024-01-27
ID00096;ORIG016;DEST424;657,74;2022-11-18
ID00097;ORIG004;DEST673;145,29;2022-08-16
ID00069;ORIG012;DEST482;13,08;2022-03-20
ID00099;ORIG033;DEST567;52,28;2023-09-17
ID00100;ORIG011;DEST097;61,00;2023-12-22
ID00101;ORIG027;DEST783;870,57;2022-08-08
ID00102;ORIG034;DEST188;962,27;2020-11-18
ID00103;ORIG005;DEST084;225,76;2021-09-02
ID00104;ORIG005;DEST426;644,76;2023-01-02
ID00105;ORIG005;DEST399;275,66;2020-12-26
ID00106;ORIG007;DEST394;202,13;2023-05-10
ID00107;ORIG018;DEST916;359,23;2021-11-01
ID00108;ORIG005;DEST254;881,21;2020-06-10
ID00007;ORIG013;DEST044;285,22;2024-08-01
ID00110;ORIG008;DEST579;33,78;2022-01-27
ID00111;ORIG010;DEST326;357,65;2024-08-15
ID00112;ORIG014;DEST725;683,14;2021-04-15
ID00113;ORIG011;DEST134;286,49;2023-04-27
ID00114;ORIG090;DEST193;158,95;2022-05-02
ID00115;ORIG083;DEST436;121,37;2024-08-21
ID00116;ORIG014;DEST992;108,06;2021-10-19
ID00117;ORIG001;DEST089;30,83;2024-03-20
ID00118;ORIG019;DEST747;431,24;2024-10-18
ID00111;ORIG008;DEST162;989,30;2022-07-19
ID00120;ORIG017;DEST515;654,26;2023-06-26
ID00121;ORIG013;DEST092;499,21;2023-03-01
ID00122;ORIG019;DEST278;230,36;2024-07-06
ID00123;ORIG052;DEST527;168,82;2023-07-10
ID00124;ORIG013;DEST846;690,03;2022-11-02
ID00125;ORIG006;DEST937;703,90;2020-08-16
ID00126;ORIG011;DEST998;979,98;2021-11-22
ID00127;ORIG084;DEST388;828,60;2023-04-17
ID00128;ORIG007;DEST575;253,97;2024-05-18
ID00067;ORIG002;DEST650;400,82;2024-04-09
ID00130;ORIG003;DEST413;126,94;2021-01-01
ID00009;ORIG010;DEST407;992,65;2021-02-16
ID00132;ORIG030;DEST612;54,56;2020-12-16
ID00133;ORIG005;DEST036;957,95;2021-12-18
ID00134;ORIG008;DEST281;485,51;2020-04-24
ID00034;ORIG067;DEST942;149,07;2020-05-15
ID00136;ORIG057;DEST857;96,12;2023-11-12
ID00137;ORIG016;DEST634;10,56;2021-04-22
ID00138;ORIG004;DEST277;222,74;2021-03-28
ID00139;ORIG012;DEST518;458,25;2020-02-18
ID00085;ORIG008;DEST168;220,59;2021-08-13
ID00141;ORIG012;DEST412;651,51;2023-02-03
ID00142;ORIG004;DEST013;561,42;2022-02-27
ID00143;ORIG004;DEST983;174,49;2021-05-16
ID00144;ORIG044;DEST091;349,57;2024-05-21
ID00145;ORIG002;DEST064;438,65;2020-05-16
ID00146;ORIG010;DEST736;920,10;2023-06-07
ID00147;ORIG007;DEST936;549,49;2021-07-13
ID00148;ORIG007;DEST192;47,84;2024-02-05
ID00149;ORIG015;DEST217;15,36;2024-12-06
ID00133;ORIG013;DEST366;509,64;2021-10-13
ID00151;ORIG064;DEST671;451,09;2023-11-18
ID00152;ORIG011;DEST639;964,78;2022-05-25
ID00153;ORIG019;DEST954;867,51;2021-12-06
ID00154;ORIG003;DEST757;293,05;2023-03-28
ID00155;ORIG006;DEST262;197,76;2024-02-20
ID00156;ORIG000;DEST790;541,84;2024-06-11
ID00157;ORIG013;DEST749;527,64;2024-10-19
ID00158;ORIG018;DEST522;182,97;2023-10-13
ID00159;ORIG011;DEST658;238,49;2024-08-08
ID00160;ORIG019;DEST532;688,50;2023-12-01
ID00161;ORIG002;DEST435;112,56;2023-11-19
ID00162;ORIG011;DEST916;291,20;2023-02-15
ID00163;ORIG004;DEST959;359,10;2020-10-25
ID00164;ORIG018;DEST121;498,83;2021-07-17
ID00165;ORIG009;DEST642;888,24;2023-12-14
ID00166;ORIG015;DEST122;643,30;2020-10-13
ID00167;ORIG005;DEST954;750,14;2021-02-25
ID00168;ORIG013;DEST025;563,26;2021-05-08
ID00169;ORIG000;DEST623;666,46;2024-04-02
ID00170;ORIG007;DEST824;441,39;2020-03-18
ID00171;ORIG042;DEST805;819,24;2022-06-27
ID00172;ORIG018;DEST523;530,32;2024-08-05
ID00173;ORIG018;DEST893;842,34;2022-12-22
ID00174;ORIG014;DEST047;782,55;2021-11-08
ID00175;ORIG018;DEST899;625,27;2023-02-27
ID00160;ORIG016;DEST795;119,84;2021-12-15
ID00177;ORIG012;DEST117;240,05;2022-12-25
ID00178;ORIG028;DEST481;393,07;2021-08-02
ID00048;ORIG010;DEST929;637,27;2020-04-05
ID00180;ORIG019;DEST351;298,22;2024-03-18
ID00111;ORIG007;DEST511;580,52;2020-03-08
ID00182;ORIG012;DEST007;830,82;2021-07-12
ID00101;ORIG050;DEST904;611,38;2020-11-01
ID00184;ORIG016;DEST746;158,05;2020-01-15
ID00185;ORIG001;DEST882;609,05;2023-10-10
ID00186;ORIG006;DEST219;956,63;2022-01-02
ID00187;ORIG001;DEST836;714,60;2020-08-01
ID00188;ORIG005;DEST548;687,51;2022-08-02
ID00189;ORIG068;DEST052;355,11;2022-09-26
ID00190;ORIG010;DEST684;19,22;2024-02-23
ID00191;ORIG008;DEST933;282,17;2023-03-14
ID00192;ORIG004;DEST990;507,64;2024-07-24
ID00193;ORIG013;DEST225;868,21;2021-04-13
ID00194;ORIG014;DEST395;604,36;2021-02-09
ID00195;ORIG008;DEST313;723,40;2021-10-11
ID00196;ORIG015;DEST429;159,33;2020-08-28
ID00092;ORIG016;DEST411;895,87;2021-12-08
ID00198;ORIG073;DEST774;817,60;2022-02-09
ID00199;ORIG062;DEST375;747,90;2023-11-18
ID00200;ORIG012;DEST417;13,06;2020-05-19
ID00201;ORIG068;DEST583;239,12;2024-04-20
ID00202;ORIG096;DEST186;634,25;2022-01-10
ID00203;ORIG002;DEST262;818,79;2023-03-20
ID00204;ORIG011;DEST127;704,10;2024-06-23
ID00205;ORIG010;DEST473;945,16;2024-04-25
ID00206;ORIG003;DEST435;465,55;2022-04-22
ID00207;ORIG003;DEST401;747,30;2023-04-14
ID00208;ORIG037;DEST322;835,66;2021-11-26
ID00209;ORIG019;DEST049;703,54;2022-01-10
ID00210;ORIG010;DEST399;795,32;2024-03-08
ID00211;ORIG015;DEST511;379,55;2023-06-25
ID00212;ORIG006;DEST259;530,37;2021-02-18
ID00213;ORIG011;DEST929;225,10;2023-01-06
ID00214;ORIG015;DEST391;966,67;2022-03-02
ID00215;ORIG005;DEST405;667,11;2021-01-03
ID00216;ORIG012;DEST535;491,21;2024-07-22
ID00217;ORIG000;DEST729;836,84;2021-02-15
ID00218;ORIG010;DEST075;446,45;2023-04-18
ID00219;ORIG009;DEST302;349,18;2024-10-27
ID00220;ORIG078;DEST294;954,21;2021-03-04
ID00221;ORIG082;DEST119;513,72;2020-08-09
ID00222;ORIG004;DEST769;878,17;2021-01-20
ID00223;ORIG017;DEST331;420,33;2024-09-06
ID00224;ORIG015;DEST428;928,13;2023-01-04
ID00225;ORIG083;DEST678;593,27;2024-07-26
ID00226;ORIG007;DEST845;65,51;2021-10-03
ID00161;ORIG015;DEST933;395,03;2024-03-05
ID00228;ORIG014;DEST011;968,39;2023-12-24
ID00229;ORIG017;DEST409;503,81;2024-03-19
ID00148;ORIG011;DEST081;282,02;2024-07-09
ID00231;ORIG001;DEST072;89,14;2024-03-19
ID00232;ORIG037;DEST824;437,72;2021-09-08
ID00233;ORIG015;DEST567;487,62;2021-01-01
ID00234;ORIG012;DEST981;541,99;2023-03-17
ID00235;ORIG016;DEST715;99,62;2024-12-21
ID00236;ORIG002;DEST343;862,23;2023-03-26
ID00237;ORIG017;DEST940;452,36;2021-09-10
ID00238;ORIG006;DEST237;966,12;2024-09-03
ID00239;ORIG085;DEST214;853,01;2021-12-14
ID00240;ORIG017;DEST405;301,13;2023-10-07
ID00241;ORIG014;DEST475;431,26;2024-05-17
ID00242;ORIG018;DEST530;228,89;2024-04-22
ID00243;ORIG013;DEST521;140,42;2022-03-15
ID00244;ORIG078;DEST605;563,40;2022-10-15
ID00245;ORIG004;DEST766;932,00;2021-05-12
ID00246;ORIG011;DEST176;610,26;2022-08-10
ID00247;ORIG009;DEST216;150,38;2023-01-18
ID00248;ORIG014;DEST647;995,37;2024-11-15
ID00249;ORIG014;DEST148;531,72;2020-01-03
ID00250;ORIG017;DEST620;922,00;2021-01-23
ID00251;ORIG011;DEST725;190,76;2020-08-04
ID00161;ORIG022;DEST013;113,72;2022-03-07
ID00253;ORIG082;DEST905;920,00;2020-12-15
ID00254;ORIG007;DEST238;337,34;2023-04-14
ID00255;ORIG012;DEST943;885,81;2021-10-20
ID00256;ORIG012;DEST355;836,70;2020-02-26
ID00257;ORIG013;DEST500;655,45;2024-01-07
ID00258;ORIG000;DEST950;426,67;2022-03-14
ID00259;ORIG008;DEST625;629,22;2023-03-09
ID00030;ORIG014;DEST059;741,90;2021-10-16
ID00261;ORIG051;DEST578;154,32;2023-03-14
ID00262;ORIG013;DEST894;644,67;2024-05-08
ID00263;ORIG012;DEST509;338,84;2023-12-18
ID00264;ORIG015;DEST947;212,32;2023-04-08
ID00265;ORIG048;DEST392;518,74;2020-02-01
ID00266;ORIG007;DEST727;420,35;2023-05-11
ID00267;ORIG007;DEST823;312,03;2021-02-11
ID00268;ORIG002;DEST155;781,17;2020-11-26
ID00269;ORIG008;DEST260;529,28;2021-11-22
ID00270;ORIG019;DEST080;29,88;2023-08-03
ID00271;ORIG019;DEST744;657,25;2022-07-18
ID00272;ORIG002;DEST625;833,04;2023-02-03
ID00273;ORIG008;DEST524;22,96;2024-04-24
ID00274;ORIG017;DEST164;235,21;2022-11-08
ID00275;ORIG006;DEST556;189,72;2020-09-19
ID00276;ORIG003;DEST533;869,40;2022-11-12
ID00277;ORIG006;DEST767;78,63;2021-08-09
ID00278;ORIG013;DEST588;332,38;2022-04-25
ID00279;ORIG012;DEST565;976,37;2020-05-09
ID00280;ORIG015;DEST877;991,87;2022-11-06
ID00281;ORIG007;DEST262;797,58;2020-10-02
ID00282;ORIG068;DEST667;653,54;2022-07-07
ID00283;ORIG005;DEST051;954,33;2024-03-11
ID00151;ORIG003;DEST184;567,48;2023-03-20
ID00086;ORIG004;DEST501;469,01;2020-01-16
ID00086;ORIG086;DEST865;884,32;2021-01-20
ID00037;ORIG014;DEST157;440,13;2022-10-13
ID00288;ORIG003;DEST433;821,08;2024-04-17
ID00289;ORIG015;DEST834;554,27;2020-05-08
ID00290;ORIG000;DEST724;106,93;2024-06-24
ID00291;ORIG019;DEST882;328,31;2021-06-03
ID00292;ORIG017;DEST356;752,26;2024-03-14
ID00293;ORIG014;DEST800;970,01;2023-12-06
ID00294;ORIG004;DEST001;870,50;2022-03-13
ID00295;ORIG005;DEST519;601,99;2023-12-11
ID00217;ORIG049;DEST611;795,59;2020-01-22
ID00297;ORIG010;DEST186;657,14;2022-07-05
ID00281;ORIG081;DEST308;308,03;2021-09-23
ID00299;ORIG058;DEST563;281,12;2023-05-05
ID00300;ORIG015;DEST624;158,02;2022-06-12
ID00301;ORIG016;DEST469;324,09;2021-12-15
ID00302;ORIG019;DEST645;883,90;2020-02-10
ID00303;ORIG018;DEST706;792,27;2021-03-22
ID00304;ORIG010;DEST094;173,87;2021-06-06
ID00305;ORIG001;DEST608;60,42;2020-10-26
ID00306;ORIG027;DEST700;375,17;2024-08-25
ID00034;ORIG066;DEST801;403,57;2022-07-09
ID00236;ORIG008;DEST012;839,41;2022-07-18
ID00309;ORIG003;DEST399;852,71;2023-05-05
ID00310;ORIG008;DEST024;750,30;2023-04-10
ID00311;ORIG010;DEST393;277,90;2022-07-05
ID00312;ORIG006;DEST541;179,46;2021-10-07
ID00313;ORIG000;DEST210;877,00;2021-09-03
ID00314;ORIG027;DEST077;383,34;2023-08-28
ID00315;ORIG006;DEST812;622,24;2022-09-09
ID00316;ORIG088;DEST494;476,48;2022-12-28
ID00317;ORIG014;DEST000;735,72;2023-12-03
ID00318;ORIG036;DEST361;593,84;2020-06-13
ID00275;ORIG007;DEST867;621,85;2024-06-13
ID00320;ORIG004;DEST816;218,79;2024-10-07
ID00224;ORIG049;DEST035;640,24;2024-09-16
ID00322;ORIG003;DEST047;20,01;2021-06-09
ID00323;ORIG004;DEST728;192,25;2021-06-21
ID00324;ORIG003;DEST279;658,93;2023-04-13
ID00325;ORIG010;DEST161;426,36;2022-11-12
ID00326;ORIG041;DEST894;484,97;2021-02-06
ID00327;ORIG008;DEST122;631,80;2022-06-10
ID00328;ORIG087;DEST367;51,30;2024-07-09
ID00329;ORIG018;DEST478;291,40;2022-07-12
ID00330;ORIG035;DEST499;744,31;2022-02-07
ID00331;ORIG000;DEST686;728,15;2020-08-03
ID00332;ORIG022;DEST471;671,68;2021-06-26
ID00112;ORIG008;DEST701;766,31;2023-01-04
ID00226;ORIG004;DEST867;67,80;2021-05-08
ID00335;ORIG014;DEST693;962,25;2024-09-26
ID00336;ORIG018;DEST434;332,04;2023-04-01
ID00337;ORIG006;DEST585;137,84;2023-11-16
ID00182;ORIG045;DEST582;357,17;2020-10-02
ID00339;ORIG000;DEST306;741,06;2021-10-05
ID00340;ORIG003;DEST717;205,31;2022-04-02
ID00341;ORIG010;DEST278;596,97;2020-06-03
ID00342;ORIG010;DEST847;388,40;2021-08-26
ID00343;ORIG013;DEST809;866,85;2020-10-08
ID00344;ORIG013;DEST395;428,60;2023-05-16
ID00345;ORIG015;DEST806;710,99;2020-04-20
ID00341;ORIG009;DEST635;526,06;2024-02-22
ID00347;ORIG018;DEST732;574,89;2024-11-01
ID00348;ORIG057;DEST565;478,16;2020-01-15
ID00349;ORIG058;DEST819;171,90;2022-02-23
ID00350;ORIG021;DEST211;701,54;2021-11-04
ID00351;ORIG002;DEST849;138,34;2024-12-09
ID00352;ORIG005;DEST073;810,32;2023-06-21
ID00353;ORIG006;DEST823;196,67;2022-03-21
ID00354;ORIG053;DEST251;302,16;2023-08-22
ID00355;ORIG014;DEST686;197,19;2020-05-06
ID00356;ORIG005;DEST123;248,68;2022-08-16
ID00357;ORIG014;DEST406;800,70;2023-09-28
ID00358;ORIG008;DEST176;476,38;2024-11-12
ID00359;ORIG015;DEST503;722,30;2024-09-11
ID00360;ORIG000;DEST691;737,97;2023-07-24
ID00361;ORIG015;DEST328;140,32;2022-01-13
ID00362;ORIG013;DEST911;893,95;2023-08-08
ID00363;ORIG097;DEST961;643,86;2020-10-21
ID00364;ORIG006;DEST899;774,38;2021-02-12
ID00365;ORIG002;DEST593;639,39;2024-09-15
ID00366;ORIG015;DEST126;380,16;2024-10-21
ID00367;ORIG018;DEST557;853,10;2022-11-14
ID00368;ORIG019;DEST208;664,68;2021-02-27
ID00369;ORIG002;DEST490;146,94;2024-07-21
ID00370;ORIG006;DEST382;53,84;2022-07-28
ID00371;ORIG007;DEST456;758,18;2021-04-15
ID00372;ORIG010;DEST286;600,26;2023-03-18
ID00373;ORIG009;DEST689;246,48;2020-12-25
ID00374;ORIG016;DEST238;261,35;2023-04-10
ID00085;ORIG016;DEST649;718,29;2023-06-16
ID00376;ORIG015;DEST480;426,32;2021-01-23
ID00377;ORIG004;DEST750;849,90;2022-05-06
ID00378;ORIG011;DEST752;123,35;2024-04-23
ID00379;ORIG007;DEST295;180,02;2021-10-03
ID00380;ORIG066;DEST865;951,54;2020-03-14
ID00381;ORIG013;DEST070;41,31;2020-01-01
ID00382;ORIG009;DEST355;805,07;2021-12-23
ID00383;ORIG001;DEST933;887,24;2024-05-03
ID00384;ORIG084;DEST457;554,02;2020-07-19
ID00385;ORIG007;DEST016;703,87;2022-08-22
ID00386;ORIG004;DEST569;587,17;2020-05-23
ID00387;ORIG009;DEST254;859,51;2021-03-08
ID00388;ORIG002;DEST372;628,07;2024-09-18
ID00389;ORIG002;DEST800;322,26;2023-04-11
ID00390;ORIG015;DEST070;692,18;2023-06-07
ID00391;ORIG013;DEST613;923,85;2024-06-09
ID00392;ORIG012;DEST036;936,55;2024-06-07
ID00393;ORIG017;DEST734;257,31;2020-08-05
ID00394;ORIG001;DEST453;597,81;2022-10-04
ID00395;ORIG013;DEST117;429,71;2023-06-08
ID00396;ORIG013;DEST777;646,80;2024-08-14
ID00397;ORIG013;DEST878;574,85;2023-01-02
ID00398;ORIG059;DEST238;462,31;2020-04-18
ID00399;ORIG012;DEST646;955,34;2024-11-26
ID00400;ORIG000;DEST652;335,23;2022-06-05
ID00401;ORIG004;DEST147;864,30;2020-06-27
ID00402;ORIG018;DEST923;341,97;2023-11-06
ID00374;ORIG006;DEST879;949,64;2020-11-26
ID00404;ORIG012;DEST674;597,16;2021-05-10
ID00405;ORIG037;DEST378;718,72;2024-08-18
ID00139;ORIG061;DEST868;290,74;2024-09-03
ID00407;ORIG078;DEST384;622,83;2023-04-28
ID00408;ORIG006;DEST299;751,59;2023-12-19
ID00409;ORIG019;DEST085;994,97;2024-02-09
ID00410;ORIG006;DEST489;914,75;2021-11-22
ID00355;ORIG003;DEST259;78,72;2021-09-17
ID00412;ORIG017;DEST672;621,63;2021-01-07
ID00413;ORIG018;DEST944;191,27;2020-11-01
ID00414;ORIG089;DEST923;507,81;2022-05-06
ID00415;ORIG012;DEST248;876,37;2024-07-04
ID00416;ORIG004;DEST093;936,22;2021-04-20
ID00057;ORIG019;DEST562;449,23;2021-05-22
ID00139;ORIG030;DEST124;469,78;2020-04-02
ID00419;ORIG052;DEST808;523,31;2024-06-21
ID00420;ORIG003;DEST830;329,56;2023-09-19
ID00421;ORIG018;DEST820;944,49;2024-03-20
ID00422;ORIG001;DEST254;766,75;2020-12-10
ID00423;ORIG095;DEST371;402,14;2022-04-02
ID00424;ORIG007;DEST652;518,76;2022-12-11
ID00425;ORIG013;DEST394;118,54;2020-07-27
ID00426;ORIG006;DEST198;675,90;2020-11-15
ID00427;ORIG010;DEST450;724,87;2023-06-11
ID00428;ORIG006;DEST846;594,58;2021-02-27
ID00429;ORIG087;DEST511;780,08;2022-10-02
ID00430;ORIG010;DEST228;23,87;2022-10-28
ID00431;ORIG016;DEST404;524,56;2021-11-28
ID00432;ORIG013;DEST502;449,63;2024-10-12
ID00433;ORIG016;DEST362;648,40;2020-07-06
ID00434;ORIG009;DEST649;948,52;2024-07-06
ID00435;ORIG014;DEST523;827,95;2021-07-16
ID00436;ORIG012;DEST627;42,60;2021-09-19
ID00437;ORIG018;DEST564;494,32;2024-06-06
ID00438;ORIG016;DEST077;481,94;2021-12-09
ID00439;ORIG005;DEST148;94,91;2020-06-06
ID00440;ORIG005;DEST210;502,00;2024-02-10
ID00441;ORIG003;DEST583;544,11;2020-08-26
ID00442;ORIG046;DEST141;754,26;2024-04-27
ID00443;ORIG004;DEST896;295,69;2021-12-12
ID00444;ORIG006;DEST738;299,78;2021-09-27
ID00445;ORIG007;DEST289;282,66;2024-10-07
ID00446;ORIG012;DEST900;171,97;2021-08-08
ID00447;ORIG014;DEST895;290,75;2024-08-11
ID00448;ORIG006;DEST086;869,03;2022-02-26
ID00157;ORIG009;DEST657;930,38;2020-03-05
ID00450;ORIG010;DEST255;803,57;2023-11-08
ID00451;ORIG090;DEST718;193,93;2022-11-19
ID00452;ORIG007;DEST691;495,73;2022-07-13
ID00453;ORIG018;DEST369;928,74;2023-06-15
ID00225;ORIG076;DEST707;599,56;2021-12-17
ID00455;ORIG008;DEST740;954,04;2021-07-12
ID00456;ORIG017;DEST455;160,77;2024-04-14
ID00457;ORIG017;DEST501;216,76;2024-08-17
ID00217;ORIG015;DEST099;847,99;2024-03-25
ID00459;ORIG000;DEST100;550,06;2022-07-12
ID00460;ORIG019;DEST618;298,16;2024-11-18
ID00461;ORIG003;DEST318;598,36;2022-12-06
ID00462;ORIG014;DEST595;74,14;2021-06-21
ID00463;ORIG011;DEST462;635,92;2020-05-06
ID00032;ORIG013;DEST567;734,70;2022-11-23
ID00465;ORIG015;DEST527;225,04;2023-03-04
ID00466;ORIG007;DEST828;949,74;2021-07-22
ID00467;ORIG019;DEST924;371,09;2021-05-19
ID00468;ORIG006;DEST168;600,40;2023-06-02
ID00469;ORIG000;DEST939;237,79;2024-02-11
ID00470;ORIG018;DEST086;753,09;2024-05-26
ID00217;ORIG008;DEST635;833,50;2023-02-20
ID00472;ORIG014;DEST123;359,06;2024-11-08
ID00473;ORIG006;DEST540;152,94;2020-08-08
ID00474;ORIG097;DEST501;655,79;2022-11-19
ID00475;ORIG009;DEST019;680,83;2024-01-21
ID00476;ORIG001;DEST071;525,96;2024-06-09
ID00477;ORIG072;DEST588;933,33;2020-09-17
ID00478;ORIG013;DEST478;382,14;2023-04-20
ID00479;ORIG002;DEST420;424,14;2021-08-14
ID00480;ORIG000;DEST171;972,19;2021-11-04
ID00481;ORIG097;DEST200;231,00;2023-08-13
ID00482;ORIG018;DEST107;524,28;2020-11-16
ID00483;ORIG006;DEST706;880,98;2020-01-26
ID00019;ORIG019;DEST185;809,23;2021-05-05
ID00485;ORIG013;DEST404;220,90;2020-05-07
ID00486;ORIG047;DEST580;908,94;2023-11-01
ID00487;ORIG014;DEST079;222,93;2024-10-22
ID00488;ORIG046;DEST228;387,88;2022-01-17
ID00489;ORIG001;DEST252;964,84;2020-06-03
ID00490;ORIG020;DEST755;381,60;2024-06-22
ID00491;ORIG004;DEST106;485,52;2020-07-07
ID00218;ORIG021;DEST923;713,75;2022-11-18
ID00493;ORIG018;DEST952;375,58;2023-01-09
ID00494;ORIG008;DEST772;33,84;2024-10-07
ID00495;ORIG049;DEST838;51,01;2021-08-19
ID00496;ORIG078;DEST193;247,55;2021-07-19
ID00497;ORIG004;DEST032;633,29;2024-04-09
ID00498;ORIG014;DEST398;40,59;2023-12-14
ID00499;ORIG013;DEST960;735,21;2020-02-19
ID00500;ORIG062;DEST218;508,76;2022-10-07
ID00501;ORIG005;DEST301;955,70;2022-08-24
ID00147;ORIG001;DEST178;756,25;2023-07-13
ID00280;ORIG006;DEST220;667,99;2020-10-04
ID00504;ORIG011;DEST663;816,46;2023-09-26
ID00505;ORIG012;DEST709;40,32;2022-02-13
ID00506;ORIG009;DEST539;45,82;2021-07-06
ID00507;ORIG082;DEST414;423,53;2022-09-09
ID00508;ORIG054;DEST415;819,61;2020-02-02
ID00509;ORIG017;DEST244;417,60;2024-06-10
ID00510;ORIG084;DEST482;38,89;2024-08-07
ID00511;ORIG013;DEST739;706,01;2023-11-09
ID00512;ORIG012;DEST889;113,49;2020-10-18
ID00513;ORIG012;DEST819;166,03;2021-03-12
ID00514;ORIG011;DEST813;545,56;2022-08-10
ID00515;ORIG019;DEST891;138,27;2021-08-25
ID00516;ORIG009;DEST829;665,77;2020-07-15
